Date,Hour,Consumption
2017-10-08,18,430427.0462990701
2017-10-08,19,430864.64460617304
2017-10-08,20,426574.1897801161
2017-10-08,21,428400.6181410253
2017-10-08,22,416629.1042125523
2017-10-08,23,410466.71283248067
2017-10-08,24,406612.70903131366
2017-10-09,1,337822.4859393239
2017-10-09,2,340258.1511679292
2017-10-09,3,336206.67609772086
2017-10-09,4,337646.3697603345
2017-10-09,5,332037.15413606167
2017-10-09,6,335731.582852453
2017-10-09,7,334198.1540361941
2017-10-09,8,342810.65770351887
2017-10-09,9,348237.942037344
2017-10-09,10,372255.4841940999
2017-10-09,11,382026.23598843813
2017-10-09,12,400174.21263590455
2017-10-09,13,418733.77344188094
2017-10-09,14,427075.0027678311
2017-10-09,15,441905.9070275724
2017-10-09,16,442700.080509305
2017-10-09,17,445270.6013503969
2017-10-09,18,445352.1763062179
2017-10-09,19,443313.5011713803
2017-10-09,20,438873.8458876014
2017-10-09,21,439412.08067935705
2017-10-09,22,437019.4767025709
2017-10-09,23,430782.5750491619
2017-10-09,24,423323.60842451453
2017-10-10,1,337608.02853021026
2017-10-10,2,339158.63629588485
2017-10-10,3,334376.10023903847
2017-10-10,4,334419.0233772695
2017-10-10,5,336302.26828995347
2017-10-10,6,336163.04716411233
2017-10-10,7,337945.3402046561
2017-10-10,8,342197.2928159535
2017-10-10,9,352522.4823842943
2017-10-10,10,364525.736831069
2017-10-10,11,381103.71547335386
2017-10-10,12,400820.5248746872
2017-10-10,13,410272.3953229487
2017-10-10,14,424292.3411448896
2017-10-10,15,434638.98166429996
2017-10-10,16,439277.67366084456
2017-10-10,17,442450.2650682628
2017-10-10,18,445416.11229524016
2017-10-10,19,443045.91660654545
2017-10-10,20,435265.56935054064
2017-10-10,21,439318.06389930844
2017-10-10,22,433961.032138288
2017-10-10,23,422646.8173702955
2017-10-10,24,423212.2613364756
2017-10-11,1,341782.1591077447
2017-10-11,2,336416.5860579014
2017-10-11,3,333836.51658290625
2017-10-11,4,333569.50669416785
2017-10-11,5,334740.8186843097
2017-10-11,6,334591.0392087698
2017-10-11,7,338020.71083408594
2017-10-11,8,338386.5780853033
2017-10-11,9,354279.8256442547
2017-10-11,10,361182.19896531105
2017-10-11,11,383692.88048523664
2017-10-11,12,405075.03300124407
2017-10-11,13,424089.4213654995
2017-10-11,14,431960.04471579194
2017-10-11,15,442290.75019457936
2017-10-11,16,442252.7082976103
2017-10-11,17,443411.98345294595
2017-10-11,18,445649.3026674092
2017-10-11,19,442349.86204493046
2017-10-11,20,436056.9037742317
2017-10-11,21,444106.93908914924
2017-10-11,22,440355.18947052956
2017-10-11,23,432702.4124930501
2017-10-11,24,421085.6295735836
2017-10-12,1,345493.4354817867
2017-10-12,2,341495.7800836563
2017-10-12,3,342077.9565139413
2017-10-12,4,342252.7444405556
2017-10-12,5,340453.69616258144
2017-10-12,6,336290.46204409003
2017-10-12,7,345923.8001973927
2017-10-12,8,348695.9421841204
2017-10-12,9,357188.9723537564
2017-10-12,10,362298.00769358873
2017-10-12,11,381605.49095639586
2017-10-12,12,399965.6031810045
2017-10-12,13,413941.54612877965
2017-10-12,14,421868.9971367419
2017-10-12,15,430345.7571390867
2017-10-12,16,441852.38465446234
2017-10-12,17,437317.105748713
2017-10-12,18,448530.93045428395
2017-10-12,19,440210.62719228864
2017-10-12,20,433562.13838759065
2017-10-12,21,442944.44723472
2017-10-12,22,435551.78191661835
2017-10-12,23,426970.98406150937
2017-10-12,24,424450.80392608047
2017-10-13,1,337457.30938109756
2017-10-13,2,337117.5628364086
2017-10-13,3,333971.74141922593
2017-10-13,4,341810.02644631267
2017-10-13,5,341823.1021912098
2017-10-13,6,340492.5222082734
2017-10-13,7,341969.0881630182
2017-10-13,8,348716.8527431786
2017-10-13,9,355480.5285722017
2017-10-13,10,363375.3652794361
2017-10-13,11,378118.23065778613
2017-10-13,12,399922.92185789347
2017-10-13,13,410318.15819117427
2017-10-13,14,429692.6376967132
2017-10-13,15,427532.4594334364
2017-10-13,16,441747.7100929916
2017-10-13,17,438715.6832797229
2017-10-13,18,448077.6724317968
2017-10-13,19,439292.14503484964
2017-10-13,20,433833.6803025305
2017-10-13,21,446440.3191278875
2017-10-13,22,433807.75802856684
2017-10-13,23,427853.2318893671
2017-10-13,24,417620.70662117004
2017-10-14,1,347342.68856057525
2017-10-14,2,346053.8690806031
2017-10-14,3,334049.98228928447
2017-10-14,4,347259.66675773263
2017-10-14,5,343762.3567635715
2017-10-14,6,347063.28087323904
2017-10-14,7,352657.15548315644
2017-10-14,8,357009.1706751585
2017-10-14,9,361706.0282870233
2017-10-14,10,372184.61080777645
2017-10-14,11,379410.8322440386
2017-10-14,12,397919.52327275276
2017-10-14,13,414516.233597368
2017-10-14,14,429701.6959773004
2017-10-14,15,433104.6149460077
2017-10-14,16,440005.96432363987
2017-10-14,17,444741.6428192258
2017-10-14,18,444140.96208909154
2017-10-14,19,442905.0888070762
2017-10-14,20,435151.9503811598
2017-10-14,21,440300.4992739856
2017-10-14,22,437009.15193399787
2017-10-14,23,437316.66996088624
2017-10-14,24,427523.57409104705
2017-10-15,1,351124.20682764053
2017-10-15,2,351861.23031035066
2017-10-15,3,353276.10198295116
2017-10-15,4,351960.8282367289
2017-10-15,5,348780.45947805047
2017-10-15,6,351394.97240671515
2017-10-15,7,358141.54675355554
2017-10-15,8,362009.4935002327
2017-10-15,9,363797.260476768
2017-10-15,10,373640.6646923423
2017-10-15,11,383031.5857399106
2017-10-15,12,403263.11761292815
2017-10-15,13,420202.60203948617
2017-10-15,14,427977.86339858174
2017-10-15,15,436712.550047189
2017-10-15,16,437504.31659188867
2017-10-15,17,442063.5137488246
2017-10-15,18,444311.815417856
2017-10-15,19,441697.92686122656
2017-10-15,20,438933.34568056464
2017-10-15,21,445813.00739377737
2017-10-15,22,448030.29459384084
2017-10-15,23,447865.028046906
2017-10-15,24,430435.23642510176
2017-10-16,1,380181.2825920582
2017-10-16,2,374668.45252385736
2017-10-16,3,374380.5086129904
2017-10-16,4,377698.84686890244
2017-10-16,5,375730.1681495309
2017-10-16,6,372375.58644011617
2017-10-16,7,368700.76465544105
2017-10-16,8,371506.31803771853
2017-10-16,9,371047.584690243
2017-10-16,10,378499.99761888385
2017-10-16,11,396491.3301922083
2017-10-16,12,411615.8374557197
2017-10-16,13,426543.9788835645
2017-10-16,14,428069.13696840405
2017-10-16,15,436812.95292937756
2017-10-16,16,442757.41778439283
2017-10-16,17,448168.51713225245
2017-10-16,18,447097.40240103006
2017-10-16,19,445096.6171692014
2017-10-16,20,440148.05219241977
2017-10-16,21,445996.7380399406
2017-10-16,22,451070.55340093374
2017-10-16,23,446024.0670416355
2017-10-16,24,457727.9826166034
2017-10-17,1,352742.3256559372
2017-10-17,2,354263.0164092481
2017-10-17,3,354481.3136845529
2017-10-17,4,355901.1222474873
2017-10-17,5,352010.2213354409
2017-10-17,6,360259.6366223395
2017-10-17,7,365055.03190264106
2017-10-17,8,374110.507768631
2017-10-17,9,375354.2342117429
2017-10-17,10,382741.8599358797
2017-10-17,11,397360.6021989882
2017-10-17,12,404044.13498815894
2017-10-17,13,420896.0921576619
2017-10-17,14,429396.8167205453
2017-10-17,15,436059.2967878878
2017-10-17,16,430718.6104333997
2017-10-17,17,431129.8269484639
2017-10-17,18,427842.85688373446
2017-10-17,19,422883.928604722
2017-10-17,20,422531.04882130027
2017-10-17,21,432742.7922820151
2017-10-17,22,426960.4072291851
2017-10-17,23,424317.1014251709
2017-10-17,24,432931.98796737194
2017-10-18,1,353037.6788484156
2017-10-18,2,357671.93333399296
2017-10-18,3,359060.09373137355
2017-10-18,4,358763.19289562106
2017-10-18,5,353227.07911008596
2017-10-18,6,354460.5113950968
2017-10-18,7,365480.86066135764
2017-10-18,8,367007.0715338588
2017-10-18,9,372924.62116497755
2017-10-18,10,377935.8964153528
2017-10-18,11,379415.3461598754
2017-10-18,12,393434.02802047133
2017-10-18,13,393441.2927748859
2017-10-18,14,405095.1086727083
2017-10-18,15,410987.6107188463
2017-10-18,16,405169.43582612276
2017-10-18,17,407355.7042211294
2017-10-18,18,411588.5387856364
2017-10-18,19,425198.51488888264
2017-10-18,20,417527.16145402193
2017-10-18,21,430707.63005694747
2017-10-18,22,424828.4792262018
2017-10-18,23,413299.40303581953
2017-10-18,24,423740.9459438026
2017-10-19,1,345062.7410914302
2017-10-19,2,342462.7391074002
2017-10-19,3,344240.35513183475
2017-10-19,4,349965.6498153806
2017-10-19,5,353178.81221204996
2017-10-19,6,348906.81616586447
2017-10-19,7,355130.66340589523
2017-10-19,8,357281.82425525784
2017-10-19,9,353012.20264947414
2017-10-19,10,360941.76494669914
2017-10-19,11,363526.1040004194
2017-10-19,12,382777.1243894994
2017-10-19,13,391014.5818487108
2017-10-19,14,411825.2673454881
2017-10-19,15,418040.0176189542
2017-10-19,16,422763.768810004
2017-10-19,17,423302.6595159769
2017-10-19,18,428496.94764781
2017-10-19,19,417516.5864396095
2017-10-19,20,414856.113664031
2017-10-19,21,417576.2750131488
2017-10-19,22,417829.77586069703
2017-10-19,23,421812.22121855617
2017-10-19,24,434367.6102858186
2017-10-20,1,345816.6915664971
2017-10-20,2,345547.8827961385
2017-10-20,3,345754.67336314917
2017-10-20,4,345568.50433802605
2017-10-20,5,348136.17496424913
2017-10-20,6,350248.93042856455
2017-10-20,7,353794.2961048782
2017-10-20,8,353595.54513669014
2017-10-20,9,356729.3507744372
2017-10-20,10,370054.96510207653
2017-10-20,11,380559.7323868573
2017-10-20,12,390178.46871215105
2017-10-20,13,403359.9743090868
2017-10-20,14,415642.45261344314
2017-10-20,15,425180.02331516147
2017-10-20,16,425230.0115773082
2017-10-20,17,424736.8052174151
2017-10-20,18,431191.2839590609
2017-10-20,19,424994.70609125495
2017-10-20,20,417093.7625029087
2017-10-20,21,423561.77962869406
2017-10-20,22,422591.92117360234
2017-10-20,23,420733.5727455318
2017-10-20,24,428299.70614016056
2017-10-21,1,340360.1643703878
2017-10-21,2,337845.882319659
2017-10-21,3,339541.2209033668
2017-10-21,4,330390.24468943477
2017-10-21,5,331764.2472369075
2017-10-21,6,335850.6114228964
2017-10-21,7,339351.8182210326
2017-10-21,8,349581.75345003605
2017-10-21,9,355742.1573225856
2017-10-21,10,357781.2544723153
2017-10-21,11,371565.8809593618
2017-10-21,12,387856.13886243105
2017-10-21,13,405473.09382876754
2017-10-21,14,420329.3769559562
2017-10-21,15,427381.37913766503
2017-10-21,16,426756.7579295039
2017-10-21,17,428180.35035049915
2017-10-21,18,431570.5340664387
2017-10-21,19,430375.58170211315
2017-10-21,20,427631.05022749305
2017-10-21,21,429825.7145807445
2017-10-21,22,432390.6642923653
2017-10-21,23,429479.4027194083
2017-10-21,24,419465.76278826594
2017-10-22,1,344427.0616210699
2017-10-22,2,348417.77836072445
2017-10-22,3,346177.2934266925
2017-10-22,4,345273.9693258703
2017-10-22,5,340989.5178130567
2017-10-22,6,345099.0434716642
2017-10-22,7,348911.9294658005
2017-10-22,8,353227.10662320256
2017-10-22,9,355554.4786963463
2017-10-22,10,367572.9774878323
2017-10-22,11,371139.04139101505
2017-10-22,12,383285.5810415745
2017-10-22,13,392084.81634387374
2017-10-22,14,400353.89807245135
2017-10-22,15,411101.0535175204
2017-10-22,16,412330.91331478953
2017-10-22,17,420192.8740850389
2017-10-22,18,422487.1872878969
2017-10-22,19,420377.24136403203
2017-10-22,20,414720.6715590656
2017-10-22,21,418674.15265858173
2017-10-22,22,413206.06561526656
2017-10-22,23,411467.35636729
2017-10-22,24,432699.4499821067
2017-10-23,1,340484.3186830282
2017-10-23,2,340537.93256649375
2017-10-23,3,338759.15003979206
2017-10-23,4,340581.15677046776
2017-10-23,5,332850.2517411113
2017-10-23,6,342446.610419333
2017-10-23,7,341263.1902551949
2017-10-23,8,351715.86662462354
2017-10-23,9,353030.6315997243
2017-10-23,10,368238.69355913997
2017-10-23,11,383561.9787301421
2017-10-23,12,394825.60102275014
2017-10-23,13,412843.5288912058
2017-10-23,14,426506.0350049734
2017-10-23,15,437469.4411460757
2017-10-23,16,442193.95948305726
2017-10-23,17,447171.5615144074
2017-10-23,18,447359.53367346525
2017-10-23,19,443393.7263267338
2017-10-23,20,434000.5848840475
2017-10-23,21,432871.0479748845
2017-10-23,22,427412.4528500438
2017-10-23,23,422129.43384101987
2017-10-23,24,425823.43382284045
2017-10-24,1,331498.5775473416
2017-10-24,2,333111.2682079077
2017-10-24,3,330207.3910036385
2017-10-24,4,330889.35723638535
2017-10-24,5,331665.46159374714
2017-10-24,6,331731.02322405577
2017-10-24,7,338433.8977281451
2017-10-24,8,347404.36173966527
2017-10-24,9,341127.7562376559
2017-10-24,10,357133.13405659795
2017-10-24,11,385746.2285056412
2017-10-24,12,408195.55391812325
2017-10-24,13,428931.52669104934
2017-10-24,14,443307.84694480896
2017-10-24,15,455239.8566931784
2017-10-24,16,458860.71815651655
2017-10-24,17,458639.8054307699
2017-10-24,18,453004.05966323614
2017-10-24,19,451066.4109264612
2017-10-24,20,442375.1275652051
2017-10-24,21,440283.68410244584
2017-10-24,22,430495.4921016693
2017-10-24,23,424343.6452444494
2017-10-24,24,418088.35870561004
2017-10-25,1,336988.6720831394
2017-10-25,2,336088.7915343642
2017-10-25,3,335435.25447267294
2017-10-25,4,339103.95538693666
2017-10-25,5,333537.732619524
2017-10-25,6,331924.2675616443
2017-10-25,7,335652.31465137005
2017-10-25,8,338201.21290794015
2017-10-25,9,345729.9553860128
2017-10-25,10,360909.3029282689
2017-10-25,11,385019.19130784273
2017-10-25,12,407500.84863340855
2017-10-25,13,425512.3026134968
2017-10-25,14,441408.82474783063
2017-10-25,15,446775.3018413484
2017-10-25,16,448102.6707340181
2017-10-25,17,451015.64665302634
2017-10-25,18,451496.1960465014
2017-10-25,19,448285.66528871655
2017-10-25,20,433427.7677216232
2017-10-25,21,436317.60266608
2017-10-25,22,424019.2053504288
2017-10-25,23,416452.07941409945
2017-10-25,24,418818.07063677907
2017-10-26,1,336318.0811570287
2017-10-26,2,333788.74998509884
2017-10-26,3,338283.8843664229
2017-10-26,4,337042.11682522297
2017-10-26,5,336122.32854640484
2017-10-26,6,335321.9187951684
2017-10-26,7,343427.5279431641
2017-10-26,8,358974.2020069361
2017-10-26,9,356639.56760784984
2017-10-26,10,371444.16184845567
2017-10-26,11,379687.78100571036
2017-10-26,12,402763.25444179773
2017-10-26,13,422033.97998428345
2017-10-26,14,432812.89934271574
2017-10-26,15,441435.759722054
2017-10-26,16,444149.4290779829
2017-10-26,17,451360.99500003457
2017-10-26,18,449669.00897985697
2017-10-26,19,441528.29092523456
2017-10-26,20,430309.068975389
2017-10-26,21,432274.9710304439
2017-10-26,22,426816.3085498512
2017-10-26,23,417357.22085890174
2017-10-26,24,416216.141222775
2017-10-27,1,336739.22407767177
2017-10-27,2,334358.3851315975
2017-10-27,3,335047.5362314582
2017-10-27,4,333087.3738332689
2017-10-27,5,332956.738512367
2017-10-27,6,333873.1464409232
2017-10-27,7,332543.01942399144
2017-10-27,8,352229.313532114
2017-10-27,9,357708.58115398884
2017-10-27,10,357988.7230054438
2017-10-27,11,378751.9861088991
2017-10-27,12,406472.93977579474
2017-10-27,13,424159.5169019699
2017-10-27,14,438733.2861890495
2017-10-27,15,450938.42406255007
2017-10-27,16,447820.13227784634
2017-10-27,17,450682.04581031203
2017-10-27,18,451474.3649843931
2017-10-27,19,445057.2740188837
2017-10-27,20,436282.21229073405
2017-10-27,21,445800.2804529369
2017-10-27,22,440505.55638346076
2017-10-27,23,437237.0438955426
2017-10-27,24,415253.1182857454
2017-10-28,1,352467.1211589873
2017-10-28,2,347743.63848537207
2017-10-28,3,350764.74175053835
2017-10-28,4,354118.93859675527
2017-10-28,5,350880.2850150764
2017-10-28,6,349535.70698568225
2017-10-28,7,349901.69666430354
2017-10-28,8,351995.3906541467
2017-10-28,9,351329.4848639369
2017-10-28,10,368827.2931564152
2017-10-28,11,379787.99436199665
2017-10-28,12,398009.700748384
2017-10-28,13,412181.559037745
2017-10-28,14,426920.64843297005
2017-10-28,15,438335.8209476173
2017-10-28,16,439507.04209935665
2017-10-28,17,442604.6928963959
2017-10-28,18,443023.7068077624
2017-10-28,19,438618.5790179372
2017-10-28,20,431394.92801481485
2017-10-28,21,439086.32292479277
2017-10-28,22,427583.53005474806
2017-10-28,23,421555.36773726344
2017-10-28,24,435312.8861527741
2017-10-29,1,337277.73818844557
2017-10-29,2,332401.4568236768
2017-10-29,3,328173.5321404338
2017-10-29,4,334816.9329099655
2017-10-29,5,326760.90393039584
2017-10-29,6,332591.9119152725
2017-10-29,7,339275.39657488465
2017-10-29,8,340944.3749259114
2017-10-29,9,349659.50965481997
2017-10-29,10,368899.59326830506
2017-10-29,11,382211.9885582328
2017-10-29,12,400759.3254671097
2017-10-29,13,414082.1901216805
2017-10-29,14,419790.04557070136
2017-10-29,15,427358.4082055688
2017-10-29,16,432627.4775285721
2017-10-29,17,439916.7717231214
2017-10-29,18,424708.0818799436
2017-10-29,19,427741.63037002087
2017-10-29,20,422802.69549524784
2017-10-29,21,424508.4532956779
2017-10-29,22,419282.70550885797
2017-10-29,23,418155.5576874316
2017-10-29,24,417252.64791220427
2017-10-30,1,348534.19237589836
2017-10-30,2,345818.7963398397
2017-10-30,3,350940.3083641231
2017-10-30,4,347762.15829235315
2017-10-30,5,347592.53462836146
2017-10-30,6,355099.4429766536
2017-10-30,7,351431.20096448064
2017-10-30,8,357963.1206494868
2017-10-30,9,372565.70817646384
2017-10-30,10,388250.7564097047
2017-10-30,11,397670.2679192424
2017-10-30,12,416253.6258673072
2017-10-30,13,421502.0220389962
2017-10-30,14,435002.2587855756
2017-10-30,15,443446.0017028749
2017-10-30,16,440499.4293167889
2017-10-30,17,444251.3330437541
2017-10-30,18,439465.28165856004
2017-10-30,19,434676.3558142185
2017-10-30,20,427826.2898249626
2017-10-30,21,436411.9402165711
2017-10-30,22,434763.8949467838
2017-10-30,23,431066.2044223249
2017-10-30,24,432325.12534332275
2017-10-31,1,348207.8568380177
2017-10-31,2,350760.838960588
2017-10-31,3,353557.106562376
2017-10-31,4,355573.64373108745
2017-10-31,5,353546.835300684
2017-10-31,6,355945.92676085234
2017-10-31,7,356222.60942307115
2017-10-31,8,372028.14192557335
2017-10-31,9,378018.925922215
2017-10-31,10,385864.75448831916
2017-10-31,11,394997.51604911685
2017-10-31,12,407871.9105359018
2017-10-31,13,417686.9828132987
2017-10-31,14,426442.6173847914
2017-10-31,15,433359.21685421467
2017-10-31,16,436343.79220318794
2017-10-31,17,434078.6136481166
2017-10-31,18,433257.77245396376
2017-10-31,19,423308.89655295014
2017-10-31,20,417951.13016936183
2017-10-31,21,424031.986228019
2017-10-31,22,422192.5187267959
2017-10-31,23,422638.6600481868
2017-10-31,24,433681.99633306265
2017-11-01,1,331560.2784656286
2017-11-01,2,335486.56032186747
2017-11-01,3,338186.619974941
2017-11-01,4,337023.2619636953
2017-11-01,5,336253.2528876662
2017-11-01,6,336199.78083887696
2017-11-01,7,344970.7872543633
2017-11-01,8,345181.5212857723
2017-11-01,9,355561.0287415087
2017-11-01,10,372348.34639656544
2017-11-01,11,384566.9247094393
2017-11-01,12,401004.22280678153
2017-11-01,13,415512.61790439487
2017-11-01,14,420990.36269012094
2017-11-01,15,427523.5376920998
2017-11-01,16,425281.5075119436
2017-11-01,17,423674.3227959275
2017-11-01,18,421073.76408842206
2017-11-01,19,412696.8077661991
2017-11-01,20,409986.9653596878
2017-11-01,21,420599.92560750246
2017-11-01,22,420097.9673732519
2017-11-01,23,414749.5315543413
2017-11-01,24,408475.0977011621
